TAZ,District,Sector,LUZ,Location,PlanDist,CityI,CityII,CityIII,Municipality,CityI-NC,CityII-NC,CityIII-NC
3111,31,11,3111,City,Northeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3112,31,11,3112,City,Northeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3201,32,13,3201,City,West Edmonton,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3202,32,13,3202,City,West Edmonton,Rest City,Secondary Node,Primary Corridor,1-Edmonton,City,NC,NC
3203,32,13,3203,City,West Edmonton,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3204,32,13,3204,City,West Edmonton,Rest City,Secondary Node,Primary Corridor,1-Edmonton,City,NC,NC
3205,32,13,3205,City,West Edmonton,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3206,32,13,3206,City,West Edmonton,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3207,32,13,3207,City,West Edmonton,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3208,32,13,3208,City,West Edmonton,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3209,32,13,3209,City,West Edmonton,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3210,32,13,3210,City,West Edmonton,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3211,32,13,3211,City,West Edmonton,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3212,32,13,3212,City,West Edmonton,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3301,33,13,3301,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3302,33,13,3302,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3303,33,13,3303,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3304,33,13,3304,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3305,33,13,3305,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3306,33,13,3306,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3307,33,13,3307,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3308,33,13,3308,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3309,33,13,3309,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3310,33,13,3310,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3311,33,13,3311,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3312,33,13,3312,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3313,33,13,3313,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3314,33,13,3314,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3315,33,13,3315,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3316,33,13,3316,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3317,33,13,3317,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3318,33,13,3318,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3319,33,13,3319,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3320,33,13,3320,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3321,33,13,3321,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3401,34,9,3401,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3402,34,9,3402,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3403,34,9,3403,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3404,34,9,3404,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3405,34,9,3405,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3406,34,9,3406,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3407,34,9,3407,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3408,34,9,3408,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3501,35,11,3501,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3502,35,11,3502,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3503,35,11,3503,City,Ellerslie,Rest City,Secondary Corridor,Secondary Corridor,1-Edmonton,City,NC,NC
3504,35,11,3504,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3505,35,11,3505,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3506,35,11,3506,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3507,35,11,3507,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3601,36,11,3601,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3602,36,11,3602,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3603,36,11,3603,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3604,36,11,3604,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3605,36,11,3605,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3606,36,11,3606,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3607,36,11,3607,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3608,36,11,3608,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3609,36,11,3609,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3610,36,11,3610,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3611,36,11,3611,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3612,36,11,3612,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3613,36,11,3613,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3614,36,11,3614,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3615,36,11,3615,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3616,36,11,3616,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3617,36,11,3617,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3618,36,11,3618,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3701,37,17,3701,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3702,37,17,3702,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3703,37,17,3703,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3704,37,17,3704,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3705,37,17,3705,City,Rabbit Hill,Rest City,Secondary Node,Rest City,1-Edmonton,City,NC,City
3706,37,17,3706,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3707,37,17,3707,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3708,37,17,3708,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3709,37,17,3709,City,Rabbit Hill,Rest City,Secondary Node,Rest City,1-Edmonton,City,NC,City
3710,37,17,3710,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3711,37,17,3711,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3712,37,17,3712,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3713,37,17,3713,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3714,37,17,3714,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3715,37,17,3715,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3716,37,17,3716,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3717,37,17,3717,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3718,37,17,3718,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3719,37,17,3719,City,Rabbit Hill,Rest City,Secondary Node,Rest City,1-Edmonton,City,NC,City
3720,37,17,3720,City,Rabbit Hill,Rest City,Secondary Node,Rest City,1-Edmonton,City,NC,City
3801,38,17,3801,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3802,38,17,3802,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3803,38,17,3803,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3804,38,17,3804,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3805,38,17,3805,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3806,38,17,3806,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3807,38,17,3807,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3808,38,17,3808,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3809,38,17,3809,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3810,38,17,3810,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3811,38,17,3811,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3812,38,17,3812,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3813,38,17,3813,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3814,38,17,3814,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3815,38,17,3815,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3816,38,17,3816,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3817,38,17,3817,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3818,38,17,3818,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3819,38,17,3819,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3820,38,17,3820,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3821,38,17,3821,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3822,38,17,3822,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3823,38,17,3823,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3824,38,17,3824,City,Rabbit Hill,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3901,39,17,3901,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
3902,39,17,3902,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
3903,39,17,3903,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
3904,39,17,3904,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
3905,39,17,3905,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
3906,39,17,3906,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
3907,39,17,3907,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
3908,39,17,3908,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
3909,39,17,3909,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
3910,39,17,3910,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
3911,39,17,3911,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
3912,39,17,3912,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
3913,39,17,3913,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
3914,39,17,3914,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
3915,39,17,3915,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
4001,40,17,4001,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4002,40,17,4002,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4003,40,17,4003,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4004,40,17,4004,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4005,40,17,4005,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4006,40,17,4006,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4007,40,17,4007,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4008,40,17,4008,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4009,40,17,4009,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4010,40,17,4010,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4011,40,17,4011,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4012,40,17,4012,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4013,40,17,4013,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4014,40,17,4014,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4015,40,17,4015,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
4101,41,15,4101,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4102,41,15,4102,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4103,41,15,4103,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4104,41,15,4104,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4105,41,15,4105,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4106,41,15,4106,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4107,41,15,4107,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4108,41,15,4108,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4109,41,15,4109,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4110,41,15,4110,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4111,41,15,4111,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4112,41,15,4112,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4113,41,15,4113,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4114,41,15,4114,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4115,41,15,4115,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4116,41,15,4116,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4117,41,15,4117,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4118,41,15,4118,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4119,41,15,4119,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4120,41,15,4120,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4121,41,15,4121,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4122,41,15,4122,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4123,41,15,4123,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4124,41,15,4124,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4125,41,15,4125,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4126,41,15,4126,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4127,41,15,4127,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4128,41,15,4128,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4129,41,15,4129,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4130,41,15,4130,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4131,41,15,4131,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4132,41,15,4132,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4133,41,15,4133,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4134,41,15,4134,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4135,41,15,4135,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4136,41,15,4136,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4137,41,15,4137,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4138,41,15,4138,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4139,41,15,4139,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4140,41,15,4140,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4141,41,15,4141,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4142,41,15,4142,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4143,41,15,4143,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4144,41,15,4144,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4145,41,15,4145,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4146,41,15,4146,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4147,41,15,4147,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4148,41,15,4148,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4149,41,15,4149,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4150,41,15,4150,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4151,41,15,4151,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4152,41,15,4152,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4153,41,15,4153,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4154,41,15,4154,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4155,41,15,4155,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4156,41,15,4156,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4157,41,15,4157,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4158,41,15,4158,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4159,41,15,4159,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4160,41,15,4160,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4161,41,15,4161,Region,Region,Region,Region,Region,2-St. Albert,Region,Region,Region
4201,42,16,4201,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4202,42,16,4202,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4203,42,16,4203,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4204,42,16,4204,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4205,42,16,4205,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4206,42,16,4206,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4207,42,16,4207,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4208,42,16,4208,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4209,42,16,4209,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4210,42,16,4210,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4211,42,16,4211,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4212,42,16,4212,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4213,42,16,4213,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4214,42,16,4214,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4215,42,16,4215,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4216,42,16,4216,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4217,42,16,4217,Region,Region,Region,Region,Region,3-Fort Saskatchewan,Region,Region,Region
4301,43,17,4301,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4302,43,17,4302,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4303,43,17,4303,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4304,43,17,4304,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4305,43,17,4305,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4306,43,17,4306,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4307,43,17,4307,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4308,43,17,4308,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4309,43,17,4309,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4310,43,17,4310,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4311,43,17,4311,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4312,43,17,4312,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4313,43,17,4313,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4314,43,17,4314,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4315,43,17,4315,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4316,43,17,4316,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4317,43,17,4317,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4318,43,17,4318,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4319,43,17,4319,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4320,43,17,4320,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4321,43,17,4321,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4322,43,17,4322,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4323,43,17,4323,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4324,43,17,4324,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4325,43,17,4325,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4326,43,17,4326,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4327,43,17,4327,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4328,43,17,4328,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4329,43,17,4329,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4330,43,17,4330,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4331,43,17,4331,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4332,43,17,4332,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4333,43,17,4333,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4334,43,17,4334,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4335,43,17,4335,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4336,43,17,4336,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4337,43,17,4337,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4338,43,17,4338,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4339,43,17,4339,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4340,43,17,4340,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4341,43,17,4341,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4342,43,17,4342,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4343,43,17,4343,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4344,43,17,4344,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4345,43,17,4345,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4346,43,17,4346,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4347,43,17,4347,Region,Region,Region,Region,Region,6-City of Leduc,Region,Region,Region
4401,44,14,4401,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4402,44,14,4402,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4403,44,14,4403,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4404,44,14,4404,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4405,44,14,4405,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4406,44,14,4406,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4407,44,14,4407,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4408,44,14,4408,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4409,44,14,4409,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4410,44,14,4410,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4411,44,14,4411,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4412,44,14,4412,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4413,44,14,4413,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4414,44,14,4414,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4415,44,14,4415,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4416,44,14,4416,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4417,44,14,4417,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4418,44,14,4418,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4419,44,14,4419,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4420,44,14,4420,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4421,44,14,4421,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4422,44,14,4422,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4423,44,14,4423,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4424,44,14,4424,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4425,44,14,4425,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4426,44,14,4426,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4427,44,14,4427,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4428,44,14,4428,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4429,44,14,4429,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4430,44,14,4430,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4431,44,14,4431,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4432,44,14,4432,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4433,44,14,4433,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4434,44,14,4434,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4435,44,14,4435,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4436,44,14,4436,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4437,44,14,4437,Region,Region,Region,Region,Region,4-Sherwood Park,Region,Region,Region
4501,45,18,4501,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4502,45,18,4502,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4503,45,18,4503,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
